"","daytime_pop","daytime_density","travel_to","DP0010001","brewery","cafe","medinc","b_hs","hs","phd","oldpop","youngpop","dist1","dist2","dist3","dist4","zone","hood"
"1",68036,82189.4309581479,66239,4070,0,0,76320,4,49.8,24.3,4170,247,0,0,0,0,"Downtown Office Core 1","Central Business District"
"2",22059,23820.6052176617,20936,4668,0,0,84153,0,63.9,30.4,4930,794,0,0,1,2,"Downtown Mixed Commercial","Belltown"
"3",45725,124691.509524004,44641,3280,0,1,67500,5.5,20.3,28.7,3440,585,0,0,0,1,"Downtown Office Core 1","Central Business District"
"4",7036,29632.0005390699,6373,2505,0,1,52878,0,61.4,20.4,2665,298,0,0,0,0,"Downtown Mixed Commercial","Central Business District"
"5",68036,82189.4309581479,66239,4070,0,1,76320,4,49.8,24.3,4170,247,0,0,1,1,"Downtown Retail Core","Central Business District"
"6",8090,21143.9697868615,7246,3760,0,0,49857,0,72.9,24.8,3522,643,0,0,0,0,"Highrise","First Hill"
"7",7036,29632.0005390699,6373,2505,0,0,52878,0,61.4,20.4,2665,298,0,0,0,0,"Neighborhood Commercial 3","Broadway"
"8",22059,23820.6052176617,20936,4668,0,1,84153,0,63.9,30.4,4930,794,0,0,0,1,"Downtown Office Core 2","Belltown"
"9",22059,23820.6052176617,20936,4668,0,0,84153,0,63.9,30.4,4930,794,0,0,0,1,"Downtown Mixed Commercial","Belltown"
"10",22059,23820.6052176617,20936,4668,0,1,84153,0,63.9,30.4,4930,794,0,0,0,1,"Downtown Mixed Commercial","Belltown"
"11",22059,23820.6052176617,20936,4668,0,2,84153,0,63.9,30.4,4930,794,0,0,0,1,"Downtown Mixed Commercial","Belltown"
"12",22059,23820.6052176617,20936,4668,0,0,84153,0,63.9,30.4,4930,794,0,0,1,2,"Downtown Mixed Commercial","Belltown"
"13",45725,124691.509524004,44641,3280,0,0,67500,5.5,20.3,28.7,3440,585,0,0,0,0,"Highrise","First Hill"
"14",68036,82189.4309581479,66239,4070,1,0,76320,4,49.8,24.3,4170,247,0,1,1,1,"Downtown Harborfront 2","Pike-Market"
"15",45725,124691.509524004,44641,3280,0,1,67500,5.5,20.3,28.7,3440,585,0,0,0,0,"Downtown Mixed Commercial","Central Business District"
"16",45725,124691.509524004,44641,3280,0,0,67500,5.5,20.3,28.7,3440,585,0,0,1,1,"Highrise","First Hill"
"17",68036,82189.4309581479,66239,4070,0,2,76320,4,49.8,24.3,4170,247,0,0,0,1,"Downtown Mixed Commercial","Central Business District"
"18",68036,82189.4309581479,66239,4070,3,1,76320,4,49.8,24.3,4170,247,0,0,1,1,"Pike Market Mixed","Pike-Market"
"19",22059,23820.6052176617,20936,4668,0,3,84153,0,63.9,30.4,4930,794,0,0,0,2,"Downtown Mixed Commercial","Belltown"
"20",9615,41975.9015105213,8472,3013,0,4,42480,2.9,22.8,19.2,2864,522,0,1,1,1,"Downtown Mixed Commercial","Pike-Market"
"21",68036,82189.4309581479,66239,4070,0,2,76320,4,49.8,24.3,4170,247,0,0,0,0,"Downtown Office Core 1","Central Business District"
"22",7036,29632.0005390699,6373,2505,0,0,52878,0,61.4,20.4,2665,298,0,0,0,0,"Highrise","First Hill"
"23",68036,82189.4309581479,66239,4070,0,2,76320,4,49.8,24.3,4170,247,0,0,0,1,"Downtown Retail Core","Central Business District"
"24",68036,82189.4309581479,66239,4070,0,0,76320,4,49.8,24.3,4170,247,0,0,0,1,"Downtown Retail Core","Central Business District"
"25",68036,82189.4309581479,66239,4070,1,4,76320,4,49.8,24.3,4170,247,0,0,0,1,"Downtown Mixed Commercial","Pike-Market"
"26",19169,18974.2107524157,18801,5318,0,1,91300,0,60.8,34.1,6426,1202,0,0,1,1,"Downtown Mixed Commercial","Belltown"
"27",45725,124691.509524004,44641,3280,0,1,67500,5.5,20.3,28.7,3440,585,0,0,0,0,"Downtown Office Core 2","Central Business District"
"28",45725,124691.509524004,44641,3280,1,2,67500,5.5,20.3,28.7,3440,585,0,0,0,0,"Downtown Office Core 2","Central Business District"
"29",68036,82189.4309581479,66239,4070,0,1,76320,4,49.8,24.3,4170,247,0,0,0,0,"Downtown Office Core 1","Central Business District"
"30",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,0,1,1,"Residential Single Family 5000",NA
"31",5618,7007.22425113253,4715,6282,0,2,62980,3,67.5,22.8,6507,991,0,1,1,2,"Neighborhood Commercial 3","Broadway"
"32",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,0,1,4,"General Industrial 1",NA
"33",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,1,1,4,"Commercial 2","Eastlake"
"34",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,0,0,0,"Commercial 1","South Lake Union"
"35",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,1,2,2,"Residential Single Family 5000","Montlake"
"36",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,0,0,3,"Commercial 2",NA
"37",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,2,2,2,6,"Lowrise 3","Eastlake"
"38",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,3,3,6,"Lowrise 3",NA
"39",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,1,1,1,"Residential Single Family 5000","Montlake"
"40",2142,8592.67817170915,801,4921,0,1,48378,4,56,23.6,4605,730,0,0,2,3,"Midrise 1","Broadway"
"41",4457,3590.21161868843,2739,4796,0,3,84087,7.6,45.3,34.9,4191,603,0,0,2,3,"Lowrise 3","Eastlake"
"42",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,0,0,1,"General Industrial 1",NA
"43",2009,1750.57793470144,486,4157,0,1,94225,3.3,69.9,37.3,3652,239,0,0,1,1,"Lowrise 3","Broadway"
"44",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,0,1,4,"Lowrise 3","Montlake"
"45",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,1,1,4,"Residential Single Family 5000","Portage Bay"
"46",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,2,3,6,6,"Commercial 1",NA
"47",1315,5069.6645154326,757,4115,0,0,69130,0,65.2,26.2,4531,532,0,2,3,4,"Midrise 1","Broadway"
"48",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,0,1,1,"Residential Single Family 5000","Portage Bay"
"49",2009,1750.57793470144,486,4157,0,0,94225,3.3,69.9,37.3,3652,239,0,1,1,2,"Residential Single Family 5000","Broadway"
"50",2009,1750.57793470144,486,4157,0,0,94225,3.3,69.9,37.3,3652,239,0,0,1,2,"Residential Single Family 5000","Broadway"
"51",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,0,1,2,"General Industrial 1",NA
"52",2009,1750.57793470144,486,4157,0,0,94225,3.3,69.9,37.3,3652,239,0,0,0,0,"Residential Single Family 5000","Broadway"
"53",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,0,3,4,"Residential Single Family 5000","Portage Bay"
"54",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,1,2,3,3,"Midrise 1","Broadway"
"55",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,2,2,4,"Lowrise 2","Eastlake"
"56",2009,1750.57793470144,486,4157,0,1,94225,3.3,69.9,37.3,3652,239,0,1,2,3,"Lowrise 3","Broadway"
"57",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,0,1,1,"Residential Single Family 5000","Portage Bay"
"58",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,1,1,1,1,"Residential Single Family 5000",NA
"59",2142,8592.67817170915,801,4921,0,0,48378,4,56,23.6,4605,730,0,1,1,3,"Midrise 1","Broadway"
"60",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,0,1,1,"Neighborhood Commercial 3","Eastlake"
"61",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,2,3,6,"Lowrise 2","Eastlake"
"62",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,0,0,1,"Residential Single Family 5000","Broadway"
"63",5618,7007.22425113253,4715,6282,0,0,62980,3,67.5,22.8,6507,991,0,0,1,1,"Lowrise 3","Broadway"
"64",5618,7007.22425113253,4715,6282,0,0,62980,3,67.5,22.8,6507,991,0,1,1,1,"Lowrise 3","Broadway"
"65",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,0,2,3,"Residential Single Family 5000","Portage Bay"
"66",2563,938.525310522615,751,3848,0,0,144150,6.5,48.7,50.6,3179,263,0,1,2,2,"Residential Single Family 5000","Montlake"
"67",4457,3590.21161868843,2739,4796,0,1,84087,7.6,45.3,34.9,4191,603,1,1,2,4,"Commercial 2","Eastlake"
"68",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,1,1,2,2,"Residential Single Family 5000","Broadway"
"69",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,1,1,2,"Residential Single Family 5000","Portage Bay"
"70",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,0,3,6,"Residential Single Family 5000",NA
"71",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,0,0,1,"Residential Single Family 5000","Portage Bay"
"72",2009,1750.57793470144,486,4157,0,0,94225,3.3,69.9,37.3,3652,239,0,1,1,3,"Residential Single Family 5000","Montlake"
"73",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,1,1,1,"Lowrise 3","Broadway"
"74",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,0,1,4,"Lowrise 2","Broadway"
"75",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,1,1,2,"Residential Single Family 5000",NA
"76",9066,8138.26979630088,8173,3540,0,1,85625,0.6,58.4,32.3,3028,317,0,0,0,3,"Commercial 1","Eastlake"
"77",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,0,0,1,"Residential Single Family 5000","Broadway"
"78",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,0,0,1,"Lowrise 2","Broadway"
"79",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,0,2,3,"Lowrise 3","Eastlake"
"80",1315,5069.6645154326,757,4115,0,0,69130,0,65.2,26.2,4531,532,0,0,2,4,"Midrise 1","Broadway"
"81",1315,5069.6645154326,757,4115,0,0,69130,0,65.2,26.2,4531,532,0,2,3,4,"Midrise 1","Broadway"
"82",2009,1750.57793470144,486,4157,0,0,94225,3.3,69.9,37.3,3652,239,0,0,0,1,"Lowrise 3","Broadway"
"83",2563,938.525310522615,751,3848,0,0,144150,6.5,48.7,50.6,3179,263,0,1,1,1,"Residential Single Family 5000","Montlake"
"84",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,0,0,4,"General Industrial 1","South Lake Union"
"85",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,1,1,2,"Residential Single Family 5000","Portage Bay"
"86",2009,1750.57793470144,486,4157,0,0,94225,3.3,69.9,37.3,3652,239,1,2,2,3,"Residential Single Family 5000","Montlake"
"87",5618,7007.22425113253,4715,6282,0,0,62980,3,67.5,22.8,6507,991,0,1,1,1,"Lowrise 3","Broadway"
"88",5618,7007.22425113253,4715,6282,0,0,62980,3,67.5,22.8,6507,991,0,1,1,2,"Lowrise 3","Broadway"
"89",4457,3590.21161868843,2739,4796,0,1,84087,7.6,45.3,34.9,4191,603,0,0,1,3,"Neighborhood Commercial 1","Montlake"
"90",2009,1750.57793470144,486,4157,0,0,94225,3.3,69.9,37.3,3652,239,0,1,1,1,"Residential Single Family 5000","Broadway"
"91",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,0,0,4,"Residential Single Family 5000","Montlake"
"92",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,2,3,6,"Lowrise 2","Eastlake"
"93",2009,1750.57793470144,486,4157,0,0,94225,3.3,69.9,37.3,3652,239,0,1,2,3,"Residential Single Family 5000","Montlake"
"94",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,0,0,1,"Residential Single Family 5000","Broadway"
"95",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,1,1,2,"Neighborhood Commercial 3","Eastlake"
"96",2009,1750.57793470144,486,4157,0,1,94225,3.3,69.9,37.3,3652,239,0,1,1,3,"Lowrise 3","Broadway"
"97",1315,5069.6645154326,757,4115,0,1,69130,0,65.2,26.2,4531,532,0,1,2,3,"Midrise 1","Broadway"
"98",2009,1750.57793470144,486,4157,0,0,94225,3.3,69.9,37.3,3652,239,1,1,1,2,"Lowrise 3","Broadway"
"99",4457,3590.21161868843,2739,4796,0,0,84087,7.6,45.3,34.9,4191,603,0,2,2,4,"Lowrise 2","Eastlake"
"100",5618,7007.22425113253,4715,6282,0,2,62980,3,67.5,22.8,6507,991,1,1,1,2,"Neighborhood Commercial 3","Broadway"
"101",9066,8138.26979630088,8173,3540,0,1,85625,0.6,58.4,32.3,3028,317,0,0,0,4,"Lowrise 2","Eastlake"
"102",2009,1750.57793470144,486,4157,0,0,94225,3.3,69.9,37.3,3652,239,0,0,0,1,"Residential Single Family 5000","Broadway"
"103",9066,8138.26979630088,8173,3540,0,0,85625,0.6,58.4,32.3,3028,317,0,0,1,1,"Lowrise 2","Broadway"
"104",2009,1750.57793470144,486,4157,0,0,94225,3.3,69.9,37.3,3652,239,0,0,1,1,"Lowrise 3","Broadway"
"105",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,1,1,4,"Residential Single Family 5000","Green Lake"
"106",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,0,4,5,"Residential Single Family 5000","Phinney Ridge"
"107",7746,7133.75936962102,5695,6139,0,1,72256,0,80.6,24.3,5607,885,0,1,2,3,"Lowrise 1","Fremont"
"108",5208,3131.21711635826,3381,4157,0,0,67450,0,61.9,21.6,3632,480,0,0,3,3,"Residential Single Family 7200","North College Park"
"109",4885,4082.86758554172,2776,5672,0,0,65960,2.4,72.6,29.9,4843,795,0,0,0,1,"Residential Single Family 5000","Green Lake"
"110",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,0,4,4,"Residential Single Family 5000","Green Lake"
"111",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,0,1,4,"Residential Single Family 5000","Phinney Ridge"
"112",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,0,2,"Residential Single Family 5000","Wallingford"
"113",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,1,2,4,"Residential Single Family 5000","Wallingford"
"114",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,0,0,4,"Residential Single Family 5000","Green Lake"
"115",5208,3131.21711635826,3381,4157,0,0,67450,0,61.9,21.6,3632,480,0,3,3,3,"Major Institution Overlay","North College Park"
"116",5208,3131.21711635826,3381,4157,0,0,67450,0,61.9,21.6,3632,480,0,0,0,3,"Residential Single Family 5000","North College Park"
"117",1900,1223.94526516774,409,3251,0,2,120938,6,65,33.9,2737,183,1,1,1,1,"Residential Single Family 5000","Wallingford"
"118",5208,3131.21711635826,3381,4157,0,0,67450,0,61.9,21.6,3632,480,0,0,0,0,"Neighborhood Commercial 3","Maple Leaf"
"119",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,2,4,"Industrial Buffer",NA
"120",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,1,1,4,"Residential Single Family 5000","Phinney Ridge"
"121",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,1,1,4,"Residential Single Family 5000","Green Lake"
"122",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,2,2,"Lowrise 2","Wallingford"
"123",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,1,5,5,5,"Residential Single Family 5000","Wallingford"
"124",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,1,1,1,4,"Commercial 1","Green Lake"
"125",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,1,2,3,"Residential Single Family 5000","Green Lake"
"126",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,2,4,4,"Residential Single Family 5000","Green Lake"
"127",3157,2666.40990752448,1513,4340,0,0,63077,14.6,28.8,19.3,3435,410,0,0,0,1,"Commercial 2","North College Park"
"128",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,0,0,4,"Residential Single Family 5000","Green Lake"
"129",3161,2460.37979048243,1389,3936,0,1,83550,4.6,57.1,38,3117,196,0,2,2,4,"Residential Single Family 5000","Phinney Ridge"
"130",3161,2460.37979048243,1389,3936,0,1,83550,4.6,57.1,38,3117,196,1,1,3,5,"Residential Single Family 5000","Phinney Ridge"
"131",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,1,1,1,2,"Residential Single Family 5000","Green Lake"
"132",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,0,2,"Commercial 1","Wallingford"
"133",2627,2051.98785835582,921,4234,0,0,65984,24.2,32,13.9,3583,359,0,0,1,1,"Commercial 1","Greenwood"
"134",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,3,3,3,"Residential Single Family 5000","North College Park"
"135",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,3,3,3,"Commercial 1","North College Park"
"136",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,1,2,"Residential Single Family 5000","Phinney Ridge"
"137",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,1,1,1,"Residential Single Family 5000","Wallingford"
"138",4885,4082.86758554172,2776,5672,0,0,65960,2.4,72.6,29.9,4843,795,0,0,0,5,"Residential Single Family 5000","Green Lake"
"139",3157,2666.40990752448,1513,4340,0,0,63077,14.6,28.8,19.3,3435,410,0,0,0,0,"Commercial 2","North College Park"
"140",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,0,1,4,"Residential Single Family 5000","Green Lake"
"141",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,0,0,0,"Lowrise 2","North College Park"
"142",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,4,5,5,"Residential Single Family 5000","Phinney Ridge"
"143",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,3,4,6,"Residential Single Family 5000","Phinney Ridge"
"144",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,0,1,2,"Residential Single Family 5000","Phinney Ridge"
"145",3161,2460.37979048243,1389,3936,0,1,83550,4.6,57.1,38,3117,196,0,0,4,5,"Residential Single Family 5000","Phinney Ridge"
"146",2627,2051.98785835582,921,4234,0,0,65984,24.2,32,13.9,3583,359,0,1,1,1,"Commercial 1","Greenwood"
"147",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,3,3,4,4,"Industrial Buffer","Wallingford"
"148",3157,2666.40990752448,1513,4340,0,0,63077,14.6,28.8,19.3,3435,410,0,0,0,0,"Residential Single Family 5000","North College Park"
"149",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,1,1,1,1,"Residential Single Family 5000","Green Lake"
"150",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,1,1,3,"Residential Single Family 5000","Phinney Ridge"
"151",5208,3131.21711635826,3381,4157,0,0,67450,0,61.9,21.6,3632,480,0,0,0,0,"Major Institution Overlay","North College Park"
"152",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,0,0,3,"Residential Single Family 5000","Greenwood"
"153",1900,1223.94526516774,409,3251,0,1,120938,6,65,33.9,2737,183,0,1,1,3,"Residential Single Family 5000","Green Lake"
"154",1900,1223.94526516774,409,3251,1,0,120938,6,65,33.9,2737,183,0,1,1,1,"Residential Single Family 5000","Wallingford"
"155",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,0,"Residential Single Family 5000","Green Lake"
"156",3724,2824.28245858187,2031,4539,0,0,106338,0,43.3,29,4268,245,0,1,1,4,"Residential Single Family 5000","Fremont"
"157",3157,2666.40990752448,1513,4340,0,0,63077,14.6,28.8,19.3,3435,410,0,0,1,1,"Residential Single Family 5000","Greenwood"
"158",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,1,2,2,2,"Residential Single Family 5000","Green Lake"
"159",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,1,1,"Residential Single Family 5000","Wallingford"
"160",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,1,4,4,"Residential Single Family 5000","Green Lake"
"161",7746,7133.75936962102,5695,6139,0,0,72256,0,80.6,24.3,5607,885,0,0,0,3,"Lowrise 2","Fremont"
"162",2694,3556.99912857482,1568,3600,0,2,66594,5.1,62.9,31.4,2970,396,0,0,1,2,"Neighborhood Commercial 2","Wallingford"
"163",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,1,1,1,"Residential Single Family 5000","Wallingford"
"164",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,0,3,3,"Residential Single Family 5000","Greenwood"
"165",3157,2666.40990752448,1513,4340,0,0,63077,14.6,28.8,19.3,3435,410,0,0,0,0,"Residential Single Family 5000","North College Park"
"166",1897,2011.72036556681,371,4535,1,0,81680,20.5,22.1,18.5,3793,852,0,0,0,1,"Commercial 2","Greenwood"
"167",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,3,3,3,"Lowrise 2","North College Park"
"168",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,1,1,1,"Commercial 2",NA
"169",5208,3131.21711635826,3381,4157,0,0,67450,0,61.9,21.6,3632,480,0,0,0,0,"Major Institution Overlay","North College Park"
"170",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,1,1,2,6,"Residential Single Family 5000","Phinney Ridge"
"171",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,0,0,4,"Residential Single Family 5000","Greenwood"
"172",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,1,1,"Residential Single Family 5000","Green Lake"
"173",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,0,0,1,"Residential Single Family 5000","Greenwood"
"174",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,3,3,3,"Lowrise 2","North College Park"
"175",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,3,3,3,3,"Lowrise 2","North College Park"
"176",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,0,0,1,"Lowrise 2","Greenwood"
"177",5208,3131.21711635826,3381,4157,0,0,67450,0,61.9,21.6,3632,480,0,0,0,0,"Neighborhood Commercial 3","Maple Leaf"
"178",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,1,1,1,"Residential Single Family 5000","Phinney Ridge"
"179",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,1,3,3,7,"Neighborhood Commercial 3","Green Lake"
"180",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,1,5,"Residential Single Family 5000","Green Lake"
"181",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,0,1,1,6,"Residential Single Family 5000","Phinney Ridge"
"182",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,0,0,0,"Lowrise 3","North College Park"
"183",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,1,5,"Residential Single Family 5000","Green Lake"
"184",3157,2666.40990752448,1513,4340,0,0,63077,14.6,28.8,19.3,3435,410,0,0,0,0,"Commercial 2","North College Park"
"185",3161,2460.37979048243,1389,3936,0,0,83550,4.6,57.1,38,3117,196,1,2,4,5,"Residential Single Family 5000","Phinney Ridge"
"186",3724,2824.28245858187,2031,4539,0,0,106338,0,43.3,29,4268,245,0,1,3,3,"Residential Single Family 5000","Phinney Ridge"
"187",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,1,2,"Residential Single Family 5000","Green Lake"
"188",1897,2011.72036556681,371,4535,0,0,81680,20.5,22.1,18.5,3793,852,0,0,3,3,"Commercial 1","North College Park"
"189",2694,3556.99912857482,1568,3600,0,0,66594,5.1,62.9,31.4,2970,396,0,1,1,1,"Residential Single Family 5000","Wallingford"
"190",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,0,0,1,"Residential Single Family 5000","Green Lake"
"191",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,2,2,"Residential Single Family 5000","Wallingford"
"192",1900,1223.94526516774,409,3251,0,0,120938,6,65,33.9,2737,183,0,2,4,4,"Residential Single Family 5000","Wallingford"
"193",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,0,3,"Residential Single Family 5000","Wallingford"
"194",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,0,0,2,"Lowrise 2","Wallingford"
"195",3161,2460.37979048243,1389,3936,0,1,83550,4.6,57.1,38,3117,196,0,0,3,6,"Residential Single Family 5000","Phinney Ridge"
"196",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,1,1,1,1,"Commercial 1","Fremont"
"197",4885,4082.86758554172,2776,5672,0,0,65960,2.4,72.6,29.9,4843,795,0,0,1,4,"Residential Single Family 5000","Green Lake"
"198",3724,2824.28245858187,2031,4539,1,1,106338,0,43.3,29,4268,245,0,0,0,1,"General Industrial 2","Fremont"
"199",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,0,0,1,4,"Residential Single Family 5000","Wallingford"
"200",3157,2666.40990752448,1513,4340,0,0,63077,14.6,28.8,19.3,3435,410,0,0,0,1,"Residential Single Family 5000","Greenwood"
"201",2580,2623.58562803861,786,4481,0,0,100859,0,70.3,28.9,3711,266,0,0,0,0,"Residential Single Family 5000","Greenwood"
"202",2698,3059.95955590891,1144,3662,0,0,98851,4.2,54.6,40.8,2716,284,0,0,1,2,"Residential Single Family 5000","Wallingford"
"203",3182,1996.51770168311,823,5289,0,0,118790,5.2,56.6,32.9,4524,656,0,2,2,2,"Residential Single Family 5000","Green Lake"
"204",6365,5307.37320464447,4817,4948,0,1,86250,0,85.8,34.5,4353,492,0,0,0,2,"Commercial 1","Wallingford"
