"","daytime_pop","daytime_density","travel_to","DP0010001","brewery","cafe","medinc","b_hs","hs","phd","oldpop","youngpop","dist1","dist2","dist3","dist4","zone","hood"
"2323",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 5000","Mount Baker"
"2324",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 5000","Brighton"
"2325",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 5000","Seward Park"
"2326",2274,1406.4262671443,222,4432,0,0,58958,24.1,15.3,11.4,3299,399,0,0,0,0,"Commercial 1","Mid-Beacon Hill"
"2327",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2328",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 5000","Brighton"
"2329",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Residential Single Family 5000","Brighton"
"2330",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Residential Single Family 5000","Brighton"
"2331",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2332",2274,1406.4262671443,222,4432,0,0,58958,24.1,15.3,11.4,3299,399,0,0,0,0,"Midrise 1","Mid-Beacon Hill"
"2333",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Rainier Beach"
"2334",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2335",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Neighborhood Commercial 3 Incentive","Brighton"
"2336",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Neighborhood Commercial 3","Brighton"
"2337",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Residential Single Family 5000","Brighton"
"2338",2771,996.373717452002,470,4835,0,1,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Lowrise 1","Seward Park"
"2339",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2340",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Neighborhood Commercial 3","Dunlap"
"2341",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2342",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2343",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2344",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Residential Single Family 5000","Brighton"
"2345",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2346",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2347",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 5000","Seward Park"
"2348",5129,3089.30308478568,2551,5940,0,2,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Neighborhood Commercial 2","Columbia City"
"2349",2274,1406.4262671443,222,4432,0,0,58958,24.1,15.3,11.4,3299,399,0,0,0,0,"Residential Single Family 5000","Mid-Beacon Hill"
"2350",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2351",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Residential Single Family 5000","Brighton"
"2352",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 5000","Seward Park"
"2353",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Residential Single Family 5000","Brighton"
"2354",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2355",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2356",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2357",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2358",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Neighborhood Commercial 3","Brighton"
"2359",2274,1406.4262671443,222,4432,0,0,58958,24.1,15.3,11.4,3299,399,0,0,0,0,"Residential Single Family 5000","Mid-Beacon Hill"
"2360",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Lowrise 1","South Beacon Hill"
"2361",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2362",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2363",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2364",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Lowrise 3","Dunlap"
"2365",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2366",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2367",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2368",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Lowrise 3","Columbia City"
"2369",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Lowrise 3","Brighton"
"2370",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 5000","Seward Park"
"2371",2086,1813.33908223832,273,4390,0,1,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Neighborhood Commercial 3 Incentive","Brighton"
"2372",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2373",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Neighborhood Commercial 3","South Beacon Hill"
"2374",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2375",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 7200","Rainier Beach"
"2376",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Lowrise 1","South Beacon Hill"
"2377",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2378",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Lowrise 2","Columbia City"
"2379",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Residential Single Family 5000","Brighton"
"2380",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","South Beacon Hill"
"2381",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 5000","Seward Park"
"2382",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"General Industrial 2","South Beacon Hill"
"2383",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Residential Single Family 5000","Brighton"
"2384",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","South Beacon Hill"
"2385",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","South Beacon Hill"
"2386",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2387",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 5000","Mount Baker"
"2388",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Residential Single Family 5000","Brighton"
"2389",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 5000","Seward Park"
"2390",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Commercial 1","Columbia City"
"2391",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2392",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2393",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Industrial Commercial","South Beacon Hill"
"2394",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2395",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 7200","Rainier Beach"
"2396",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 5000","Brighton"
"2397",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2398",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2399",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 5000","Seward Park"
"2400",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2401",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 5000","Brighton"
"2402",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2403",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 7200","South Beacon Hill"
"2404",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Lowrise 1","Seward Park"
"2405",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 5000","Brighton"
"2406",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2407",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Rainier Beach"
"2408",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 5000","Seward Park"
"2409",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 7200","Rainier Beach"
"2410",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2411",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Rainier Beach"
"2412",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2413",2982,2784.90659075882,717,4534,0,0,23904,15.8,0,5.4,3181,265,0,0,0,0,"Residential Single Family 5000","South Beacon Hill"
"2414",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 5000","Brighton"
"2415",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2416",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2417",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2418",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 7200","Rainier Beach"
"2419",5129,3089.30308478568,2551,5940,1,2,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Neighborhood Commercial 2","Columbia City"
"2420",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2421",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2422",2982,2784.90659075882,717,4534,0,0,23904,15.8,0,5.4,3181,265,0,0,0,0,"Lowrise 3","Holly Park"
"2423",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","Rainier Beach"
"2424",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 7200","South Beacon Hill"
"2425",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","Rainier Beach"
"2426",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Neighborhood Commercial 2","Dunlap"
"2427",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Neighborhood Commercial 2","Columbia City"
"2428",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Neighborhood Commercial 2","Columbia City"
"2429",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Residential Single Family 5000","Brighton"
"2430",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2431",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2432",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Lowrise 3","Columbia City"
"2433",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Residential Single Family 5000","Brighton"
"2434",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"General Industrial 2","South Beacon Hill"
"2435",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Residential Single Family 5000","Brighton"
"2436",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 5000","Brighton"
"2437",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2438",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2439",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2440",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Lowrise 2","Dunlap"
"2441",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"General Industrial 2","South Beacon Hill"
"2442",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2443",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2444",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 5000","Seward Park"
"2445",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2446",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Lowrise 3","Columbia City"
"2447",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2448",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2449",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2450",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2451",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Lowrise 2","Rainier Beach"
"2452",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2453",5129,3089.30308478568,2551,5940,1,2,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Commercial 2","Columbia City"
"2454",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Commercial 1","Columbia City"
"2455",2982,2784.90659075882,717,4534,0,0,23904,15.8,0,5.4,3181,265,0,0,0,0,"Residential Single Family 5000","South Beacon Hill"
"2456",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","South Beacon Hill"
"2457",2274,1406.4262671443,222,4432,0,0,58958,24.1,15.3,11.4,3299,399,0,0,0,0,"Residential Single Family 5000","Mid-Beacon Hill"
"2458",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2459",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2460",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 7200","South Beacon Hill"
"2461",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2462",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Rainier Beach"
"2463",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Rainier Beach"
"2464",2274,1406.4262671443,222,4432,0,0,58958,24.1,15.3,11.4,3299,399,0,0,0,0,"Residential Single Family 5000","Mid-Beacon Hill"
"2465",2274,1406.4262671443,222,4432,0,0,58958,24.1,15.3,11.4,3299,399,0,0,0,0,"Commercial 1","Mid-Beacon Hill"
"2466",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"General Industrial 2","South Beacon Hill"
"2467",4994,1923.69991359914,2143,5906,0,0,91167,26.5,24.5,27.5,4725,465,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2468",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2469",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2470",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 7200","South Beacon Hill"
"2471",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2472",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 7200","Rainier Beach"
"2473",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2474",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2475",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Rainier Beach"
"2476",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2477",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2478",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 7200","Rainier Beach"
"2479",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"General Industrial 2","South Beacon Hill"
"2480",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 7200","South Beacon Hill"
"2481",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2482",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2483",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 7200","Rainier Beach"
"2484",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","South Beacon Hill"
"2485",3313,2553.42893983758,949,4419,0,0,61593,5.2,14.4,14.5,3094,578,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2486",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 5000","Seward Park"
"2487",2274,1406.4262671443,222,4432,0,0,58958,24.1,15.3,11.4,3299,399,0,0,0,0,"Residential Single Family 5000","Mid-Beacon Hill"
"2488",2982,2784.90659075882,717,4534,0,0,23904,15.8,0,5.4,3181,265,0,0,0,0,"Residential Single Family 5000","South Beacon Hill"
"2489",2982,2784.90659075882,717,4534,0,0,23904,15.8,0,5.4,3181,265,0,0,0,0,"Residential Single Family 5000","Mid-Beacon Hill"
"2490",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2491",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2492",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Lowrise 2","Dunlap"
"2493",2982,2784.90659075882,717,4534,0,0,23904,15.8,0,5.4,3181,265,0,0,0,0,"Lowrise 3","Holly Park"
"2494",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Rainier Beach"
"2495",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2496",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Lowrise 3","Dunlap"
"2497",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Rainier Beach"
"2498",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 7200","Seward Park"
"2499",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Neighborhood Commercial 2","Dunlap"
"2500",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2501",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2502",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Commercial 2","Rainier Beach"
"2503",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","South Beacon Hill"
"2504",2274,1406.4262671443,222,4432,0,0,58958,24.1,15.3,11.4,3299,399,0,0,0,0,"Residential Single Family 5000","Mid-Beacon Hill"
"2505",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2506",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"General Industrial 2","South Beacon Hill"
"2507",4763,2069.8616325963,854,7383,0,1,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Rainier Beach"
"2508",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Industrial Commercial","South Beacon Hill"
"2509",2086,1813.33908223832,273,4390,0,0,51907,12.7,9.9,9.8,3856,425,0,0,0,0,"Residential Single Family 5000","Brighton"
"2510",2771,996.373717452002,470,4835,0,0,92714,10.9,2.9,28.8,3422,175,0,0,0,0,"Residential Single Family 9600","Seward Park"
"2511",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","South Beacon Hill"
"2512",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","South Beacon Hill"
"2513",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Commercial 2","South Beacon Hill"
"2514",4096,1168.25262093882,1350,5538,0,0,65772,19.4,8.5,7.6,3620,624,0,0,0,0,"Residential Single Family 5000","Rainier Beach"
"2515",4763,2069.8616325963,854,7383,0,0,44599,34,2.3,9,5242,918,0,0,0,0,"Residential Single Family 5000","Dunlap"
"2516",5129,3089.30308478568,2551,5940,0,0,58321,3.9,29.5,13.2,4795,359,0,0,0,0,"Residential Single Family 5000","Columbia City"
"2517",4583,1826.19180632405,1570,6553,0,0,59193,22.4,23.8,21.7,5628,361,0,0,0,0,"Residential Single Family 7200","Seward Park"
